Country Name,Sovereign,GEO Region,GEO Subregion,ch4_70,ch4_71,ch4_72,ch4_73,ch4_74,ch4_75,ch4_76,ch4_77,ch4_78,ch4_79,ch4_80,ch4_81,ch4_82,ch4_83,ch4_84,ch4_85,ch4_86,ch4_87,ch4_88,ch4_89,ch4_90,ch4_91,ch4_92,ch4_93,ch4_94,ch4_95,ch4_96,ch4_97,ch4_98,ch4_99,ch4_00,ch4_01,ch4_02,ch4_03,ch4_04,ch4_05,ch4_06,ch4_07,ch4_08
Poland,Poland,Europe,Central Europe,4627,4765,4946,5159,5370,5586,5733,5861,6032,6174,5956,5250,5792,6414,6445,6512,6410,6442,6322,5967.32,5124.33,4889.98,4752.67,4143.47,4170.5,4049.2,3762.91,3727.15,3335.68,3194.27,3466.35,3451.01,3413.76,3408.64,3330.23,3361.92,3330.2,3186.26,3114.53
Portugal,Portugal,Europe,Western Europe,321,318,323,330,322,323,317,340,360,367,382,392,395,399,395,405,420,426,435,457.457,469.847,477.794,481.831,487.972,497.797,503.374,513.669,531.601,557.66,562.159,585.221,592.834,599.671,616.661,594.238,649.824,617.08,619.562,620.462
Puerto Rico,United States of America,Latin America + Caribbean,Caribbean,61,62,63,64,64,64,66,68,69,68,66,68,71,75,77,78,80,77,81,84.1696,86.838,89.2391,81.4724,84.2812,87.196,86.7582,89.4576,92.9075,95.1136,97.0826,100.034,101.984,103.748,105.731,105.017,105.759,106.037,106.86,107.727
Qatar,Qatar,West Asia,Arabian Peninsula,227,272,321,356,305,274,274,239,269,244,201,155,155,134,201,180,190,188,195,206.853,209.502,218.759,229.888,233.346,238.568,239.716,272.416,409.678,449.842,560.67,631.344,640.904,677.307,735.339,858.517,895.231,992.869,1136.7,1355.56
Republic of Korea,Republic of Korea,Asia + Pacific,North East Asia,1236,1227,1230,1269,1330,1353,1327,1360,1373,1384,1383,1393,1396,1462,1531,1588,1618,1608,1589,1533.23,1490.53,1468.05,1431.56,1428.81,1422.33,1431.88,1470.6,1496.16,1477.97,1458.11,1472.21,1466.47,1466.55,1482.45,1504.34,1523.17,1546.81,1555.42,1479.71
Republic of Moldova,Moldova,Europe,Eastern Europe,98,103,106,110,113,116,117,118,119,119,119,119,121,124,127,130,132,134,152,173.927,194.553,198.384,215.664,202.835,193.029,183.959,175.83,167.336,166.124,159.757,154.927,150.469,163.207,169.735,168.327,168.52,165.179,163.119,160.76
Réunion,France,Africa,Western Indian Ocean,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,7,7,7.23809,7.6511,8.17524,8.52155,8.97905,9.2853,9.60435,9.87702,10.2193,10.4025,10.6598,10.8724,11.2041,11.3762,11.648,11.9672,12.0887,12.456,12.7928,13.1563
Romania,Romania,Europe,Central Europe,1544,1581,1620,1672,1700,1735,1784,1844,1864,1885,1901,1940,1941,2341,2024,2051,2009,1999,2003,1906.24,1781.23,1568.61,1407.94,1303.55,1378.57,1352.86,1394.14,1309.74,1243.62,1201.32,1197.11,1161.64,1157.37,1227.13,1244.76,1237,1262.34,1270.43,1277.73
Russian Federation,Russian Federation,Europe,Eastern Europe,16119,16381,17464,17596,18110,18815,19597,20046,20674,21274,21943,22578,23448,24039,25027,25752,26780,27519,28578,29123.7,29756.3,28641,27464,26363.9,24499.8,23125.9,23358.1,21508.5,23745.3,21684.9,22189.1,22390.2,23291.7,24268.8,23181.9,23546.8,23581.7,24000.6,24359.5
Rwanda,Rwanda,Africa,Eastern Africa,62,62,62,64,63,64,64,66,68,66,67,68,70,72,72,75,75,76,76,80.1081,70.6914,71.9428,73.5953,70.1195,68.0875,73.929,78.8435,88.0175,96.7031,102.946,95.9979,100.828,104.403,115.337,124.67,120.009,126.314,128.237,130.529
Saint Helena,United Kingdom of Great Britain and Northern Ireland,Africa,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114458,0.114402,0.105555,0.105454,0.105689,0.0907094,0.0905548,0.0908933,0.0902748,0.0906958,0.0911148,0.0931253,0.0918229,0.091422,0.0910446,0.0915615,0.0913768,0.0908472,0.0909523,0.0909042
Saint Kitts and Nevis,Saint Kitts and Nevis,Latin America + Caribbean,Caribbean,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.29444,1.22979,1.28535,1.37029,1.34585,1.34642,1.36939,1.42031,1.53589,1.51148,1.50219,1.55076,1.57579,1.59285,1.61243,1.63426,1.61567,1.63878,1.53101,1.47481
Saint Lucia,Saint Lucia,Latin America + Caribbean,Caribbean,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1.74645,1.76056,1.77388,1.7868,1.7956,1.80909,1.82146,1.82861,1.83636,1.84906,1.86478,1.88478,1.89962,1.91494,1.92936,1.94664,1.96051,1.97781,1.99568,2.01416
Saint Pierre and Miquelon,France,North America,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568415,0.057954,0.0569827,0.058132,0.0579634,0.0597661,0.0606664,0.0615228,0.0623316,0.0634729,0.0643531,0.0747614,0.0756435,0.0765372,0.0780774,0.0789412,0.0793629,0.0799432,0.0802327,0.0807002
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Latin America + Caribbean,Caribbean,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.41585,1.41532,1.41493,1.44895,1.47945,1.51439,1.54018,1.56127,1.58093,1.60692,1.62929,1.6501,1.67102,1.69626,1.64498,1.66631,1.69188,1.71752,1.74862,1.78262
Samoa,Samoa,Asia + Pacific,South Pacific,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,6,5.48971,5.44515,5.43374,5.31368,5.40056,5.46232,5.34798,5.35484,5.36452,5.42935,5.45107,5.50547,5.91761,5.93134,5.94763,6.01686,6.03344,6.0796,6.1148,6.1587
San Marino,San Marino,Europe,Western Europe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sao Tome and Principe,Sao Tome and Principe,Africa,Central Africa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.32241,1.37001,1.41068,1.44954,1.47673,1.52857,1.56552,1.59944,1.63778,1.66784,1.70522,1.75963,1.79115,1.83516,1.88286,1.92198,1.96202,1.99643,2.03545,2.07457
Saudi Arabia,Saudi Arabia,West Asia,Arabian Peninsula,1511,1793,2331,3116,3293,2608,3254,3336,3013,3241,3623,2990,2416,1981,1308,1118,1348,1268,1483,1545.77,1464.89,1702.57,1770.94,1792.52,1877.34,1876.77,1931.72,1971.28,2007.93,1909.75,2061.62,2050.54,2139.03,2333.18,2409.88,2551.15,2606.39,2602.96,2756.46
Senegal,Senegal,Africa,Western Africa,219,220,209,206,202,209,212,220,221,221,222,216,226,214,217,223,235,247,245,255.05,267.99,261.285,274.566,278.04,285.151,294.512,301.841,309.352,316.552,340.547,337.025,343.22,340.536,332.869,352.221,364.843,367.763,403.161,434.82
Serbia,Serbia,Europe,Central Europe,460,472,474,488,517,541,540,545,560,554,553,568,572,574,584,586,576,582,571,563.967,568.542,535.542,489.812,471.069,437.245,459.769,454.465,455.421,465.42,437.824,411.938,388.416,388.774,391.193,389.737,360.14,349.659,334.08,320.3
Seychelles,Seychelles,Africa,Western Indian Ocean,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.804314,0.848024,0.875948,0.881075,0.892437,0.906151,0.911531,0.908891,0.923934,0.914277,0.919441,0.936662,0.953159,0.98017,0.989364,1.01726,1.02186,1.04159,1.07199,1.10248
Sierra Leone,Sierra Leone,Africa,Western Africa,122,124,123,126,119,122,127,134,129,129,139,129,135,128,121,119,120,124,124,129.426,138.539,124.518,130.184,129.053,123.939,126.849,127.597,134.438,134.132,118.809,112.224,132.867,123.717,127.513,130.807,117.738,166.924,230.4,220.727
Singapore,Singapore,Asia + Pacific,South East Asia,31,31,33,36,35,34,35,38,38,39,40,41,42,44,42,40,41,42,41,42.0133,46.7031,52.6429,58.9528,64.9469,70.678,73.8124,75.9999,76.3231,74.8855,75.542,80.2085,89.041,102.599,103.372,105.498,108.307,108.81,110.335,111.319
Slovakia,Slovakia,Europe,Central Europe,218,223,229,235,240,248,250,258,270,273,270,275,284,292,298,298,297,299,305,307.932,307.199,290.055,264.165,238.769,216.471,211.68,216.568,218.365,206.083,204.372,211.128,220.232,216.524,208.446,198.678,193.503,194.686,193.407,191.173
Slovenia,Slovenia,Europe,Central Europe,100,102,103,107,114,121,121,123,124,125,123,128,131,133,136,136,135,137,136,134.311,144.465,138.694,130.846,129.489,123.275,126.476,126.923,133.362,130.83,129.215,136.719,138.463,142.652,142.866,141.598,141.914,141.541,141.395,138.711
Solomon Islands,Solomon Islands,Asia + Pacific,South Pacific,78,76,77,79,74,81,80,85,92,90,91,96,101,96,97,101,102,103,108,106.556,97.4187,74.4608,54.0722,59.2332,64.3682,66.974,68.5609,69.6383,67.2027,64.8919,66.3821,68.4963,68.7906,69.0894,69.2052,68.7497,68.5874,68.3003,68.0809
Somalia,Somalia,Africa,Eastern Africa,454,454,463,458,460,489,490,519,555,555,553,571,586,575,584,604,610,635,663,663.412,622.021,573.298,547.64,591.739,633.904,650.355,665.352,681.122,690.813,704.969,713.301,725.663,736.96,746.112,750.418,748.93,751.181,752.257,754.828
South Africa,South Africa,Africa,Southern Africa,1537,1517,1531,1590,1637,1700,1738,1803,1844,1964,1985,2034,2124,2172,2254,2281,2293,2332,2380,2422.87,2541.42,2562.3,2551.88,2574.44,2597.49,2631.16,2671.61,2763.24,2803.98,2826.34,2831.68,2883.54,2883.2,2989.47,3047.4,3113.78,3117.65,3148.1,3201.64
South Sudan,South Sudan,Africa,Eastern Africa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Spain,Spain,Europe,Western Europe,1262,1233,1268,1238,1222,1206,1217,1252,1254,1243,1277,1318,1384,1407,1396,1416,1463,1417,1519,1555.24,1562.33,1559.64,1561.94,1542.28,1562.53,1555.7,1560.99,1622.3,1640.34,1643.8,1672.08,1696.63,1720.07,1714.12,1720.34,1729.28,1717.77,1728.68,1737.34
Sri Lanka,Sri Lanka,Asia + Pacific,South Asia,540,527,501,513,568,484,502,556,571,552,567,577,535,546,589,579,565,510,551,506.472,548.291,524.023,520.771,535.725,558.364,552.667,479.21,468.626,443.582,471.204,457.433,440.467,454.442,480.289,433.97,490.095,493.393,524.349,540.542
State of Palestine,State of Palestine,West Asia,Mashriq,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sudan,Sudan,Africa,Northern Africa,1512,1505,1509,1643,1458,1566,1609,1748,1632,1774,2046,1912,2115,2037,2053,1964,1905,1944,1878,1990.83,2244.82,2024.17,2327.53,2362.82,2483.08,2625.43,2667.02,2759.31,2794.71,3005.35,3066.97,3124.84,3228.42,3190.38,3204.23,3364.8,4083.12,5954.52,4809.13
Suriname,Suriname,Latin America + Caribbean,South America,45,36,39,39,39,43,47,41,47,51,54,54,55,56,50,51,52,56,50,49.8264,46.9806,47.885,52.6402,50.8446,39.8358,43.9581,43.5514,40.5684,36.6497,30.0574,29.4273,34.2213,38.1392,33.9168,46.3853,31.9174,28.3034,28.5171,28.3042
Svalbard and Jan Mayen Islands,Norway,Europe,Western Europe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Swaziland,Swaziland,Africa,Southern Africa,44,44,45,46,46,48,48,49,50,51,50,50,49,49,49,51,51,51,51,53.2941,54.0052,53.5667,57.6982,51.3701,53.9023,54.7486,56.4921,58.5579,54.8288,54.4996,56.8135,52.9628,53.3724,52.9925,57.2038,56.9504,58.9448,60.564,61.53
Sweden,Sweden,Europe,Western Europe,480,473,477,491,493,486,486,487,492,502,505,504,500,492,514,524,518,522,533,541.183,548.62,534.329,538.47,543.894,549.426,551.718,551.18,549.733,551.552,540.88,546.067,545.741,533.039,539.501,549.919,548.06,553.471,549.168,542.604
Switzerland,Switzerland,Europe,Western Europe,232,226,230,241,245,244,248,253,255,257,261,260,259,266,266,269,269,268,271,277.559,281.289,279.318,273.775,269.812,271.236,267.299,265.553,256.517,253.732,245.501,244.118,245.273,242.126,236.928,237.034,235.913,235.479,235.858,235.553
Syrian Arab Republic,Syrian Arab Republic,West Asia,Mashriq,115,114,115,111,120,136,153,162,175,173,184,199,204,216,212,206,201,340,341,335.57,399.191,445.653,477.103,488.664,481.175,505.383,522.679,548.95,581.982,586.083,600.259,542.949,544.512,558.244,567.062,566.478,577.462,588.378,595.137
Taiwan Province of China,China,Asia + Pacific,North East Asia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tajikistan,Tajikistan,Europe,Central Asia,134,140,144,147,152,156,157,158,160,162,163,163,165,168,172,174,177,180,190,197.65,204.721,198.324,192.462,178.739,177.093,171.228,163.552,160.75,156.794,157.032,157.318,158.978,161.744,167.011,174.958,185,193.972,205.127,214.652
Thailand,Thailand,Asia + Pacific,South East Asia,3402,3382,3286,3603,3402,3691,3662,3867,3974,3843,3959,3963,3931,4165,4056,4119,3998,4054,4220,4217.25,4046.81,4188.86,4291.49,4057.97,4136.79,4068.56,3995.09,4117.27,4023.79,4016.59,3979.23,4032.82,4082.07,4022.87,4222.54,4264.24,4344.64,4540.69,4650.54
The former Yugoslav Republic of Macedonia,The former Yugoslav Republic of Macedonia,Europe,Central Europe,97,94,91,89,89,87,84,81,79,79,77,78,77,78,78,79,78,79,79,77.5463,79.1568,77.1013,70.067,70.0186,69.6713,69.7389,70.8886,68.1932,66.7278,65.7922,70.9357,69.085,68.0998,68.7602,70.2895,67.5069,67.0661,65.7642,65.5334
Timor-Leste,Timor-Leste,Asia + Pacific,South East Asia,20,20,22,22,22,21,19,17,16,14,13,13,14,15,16,16,16,16,15,15.2111,16.213,19.2721,18.1198,18.704,25.2816,28.6927,22.0713,21.0102,21.9704,19.1625,21.4281,28.4932,28.8982,31.3681,32.0242,32.2249,32.6541,32.8211,33.1875
Togo,Togo,Africa,Western Africa,98,95,94,99,83,90,93,106,95,101,117,103,119,111,112,106,110,116,117,123.516,147.117,125.627,135.99,134.008,138.616,146.733,154.068,159.739,146.894,151.834,163.788,158.166,172.624,147.428,148.343,177.706,161.513,257.007,279.335
Tokelau,New Zealand,Asia + Pacific,South Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118986,0.0116917,0.0117354,0.0118028,0.0118838,0.011938,0.0119623,0.011971,0.0119412,0.0118858,0.0118048,0.0117238,0.0116341,0.0115359,0.0114419,0.0113565,0.0112925,0.0112177,0.0111483,0.0110763
Tonga,Tonga,Asia + Pacific,South Pacific,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3,2.89581,2.69257,2.70122,2.79954,2.78992,2.74752,2.62049,2.63568,2.63455,2.63675,2.69443,2.76357,2.77224,2.77625,2.78558,2.79628,2.80788,2.81975,2.83314,2.84456
Trinidad and Tobago,Trinidad and Tobago,Latin America + Caribbean,Caribbean,76,75,77,83,91,92,98,103,105,105,113,114,135,139,146,156,153,155,159,151.245,144.647,146.95,150.156,145.387,154.752,147.393,170.822,172.252,193.596,228.783,264.557,284.451,322.943,437.446,482.701,528.3,619.084,642.153,644.903
Tunisia,Tunisia,Africa,Northern Africa,121,128,133,137,143,149,148,153,146,137,146,147,153,161,168,177,180,188,186,189.694,193.287,203.32,215.694,226.368,232.711,242.191,270.398,289.541,307.785,318.363,327.776,335.499,337.861,334.947,339.839,345.159,352.453,323.887,330.984
Turkey,Turkey,Europe,Central Europe,1561,1554,1583,1616,1653,1676,1724,1759,1802,1842,1886,1977,2020,1985,2013,1912,1978,2042,2065,2112.55,2088.19,2055.09,2147.74,2195.89,2237.87,2314.28,2353.74,2460.34,2503.05,2582.13,2679.11,2724.33,2760.35,2838.87,2950.55,3064.52,3199.03,3362.76,3602.35
Turkmenistan,Turkmenistan,Europe,Central Asia,515,523,542,574,620,672,728,774,825,864,914,959,1017,1075,1132,1202,1253,1306,1379,1411.67,1422.12,1406.82,1042.77,1201.43,818.92,789.263,760.452,505.548,505.731,680.147,1011.48,1113.78,1216.33,1351.93,1367.82,1406.84,1431.14,1516.53,1565.52
Turks and Caicos Islands,United Kingdom of Great Britain and Northern Ireland,Latin America + Caribbean,Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106413,0.109747,0.114061,0.20325,0.125245,0.131278,0.137051,0.143169,0.14926,0.15648,0.16405,0.172785,0.182739,0.19329,0.204633,0.216249,0.227244,0.239081,0.251192,0.262769
Tuvalu,Tuvalu,Asia + Pacific,South Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126595,0.12759,0.136661,0.139804,0.140535,0.144116,0.146774,0.148243,0.149971,0.15083,0.152709,0.153181,0.153643,0.155519,0.155601,0.15565,0.155697,0.155746,0.156033,0.156411
Uganda,Uganda,Africa,Eastern Africa,408,409,416,438,410,431,448,474,469,488,514,483,514,505,513,505,520,479,484,513.949,583.152,551.728,591.637,589.801,586.836,617.168,621.282,636.932,616.842,651.783,647.922,653.729,655.835,709.976,687.148,801.913,773.507,1285.21,998.266
Ukraine,Ukraine,Europe,Eastern Europe,3541,3646,3764,3885,4006,4122,4185,4235,4374,4470,4536,4572,4675,4747,4824,4928,4977,5054,5125,5276.87,5824.81,5532.12,5503.27,5359.19,5107.94,4939.85,4691.84,4487.3,4273.79,4202.09,4061.44,3899.48,3854.65,3810.78,3534.84,3378.06,3345.3,3275.32,3253.55
United Arab Emirates,United Arab Emirates,West Asia,Arabian Peninsula,613,762,830,1054,1069,1054,1269,1202,1336,921,892,706,638,611,751,725,641,613,576,630.595,647.903,697.825,718.921,706.702,749.835,809.957,886.962,891.306,899.816,891.252,968.226,951.752,987.55,1045.74,1073.9,1084.26,1139.45,1168.43,1164.64
United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Western Europe,5717,5753,5522,5788,5648,5804,5774,5725,5774,5952,5914,5905,5899,5899,5112,5579,5827,5749,5728,5642.09,5595.07,5582.27,5393.07,5193.36,4957.11,4954.39,4931.97,4753.49,4533.84,4326.67,4112.16,3783.68,3580.38,3380.62,3220.28,3085.96,3000.64,2941.48,2913.13
United Republic of Tanzania,United Republic of Tanzania,Africa,Southern Africa,1201,799,843,882,818,932,895,982,1028,1247,1100,1026,1122,1115,931,952,947,1173,956,1039.97,1280.52,1144.76,1546.75,1082.18,1205.23,1312.87,1165.73,1136.49,1459.7,1251.89,1386.84,1481.21,1419.63,1552.23,1464.48,1600.47,1202.15,1191.05,1207.6
United States of America,United States of America,North America,North America,28298,27595,27916,28063,28009,28089,28074,27811,27690,28577,28931,28968,28855,28163,28935,28660,28516,28805,29428,29601.4,30363.6,29872.5,29675.9,29384.7,29297.9,28785.9,28509.1,28079.6,27513.3,27060,26505.2,26257.6,26237,26250.1,25910.1,25637.9,25750.9,25856.9,26085.6
United States Virgin Islands,United States of America,Latin America + Caribbean,Caribbean,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.58198,1.60967,1.63373,1.65668,1.6768,1.69665,1.71263,1.73299,1.75626,1.7827,1.81069,1.84003,1.86864,1.89842,1.92626,1.95377,1.98221,2.01252,2.05417,2.10182
Uruguay,Uruguay,Latin America + Caribbean,South America,692,682,697,730,770,817,769,766,771,806,889,903,891,794,757,780,784,826,853,802.756,750.099,789.13,837.119,869.347,881.218,880.611,895.349,886.212,869.514,879.25,865.858,865.165,897.654,918.494,941.554,940.536,958,967.963,979.576
Uzbekistan,Uzbekistan,Europe,Central Asia,801,830,860,898,945,991,1034,1068,1112,1117,1153,1176,1216,1258,1316,1370,1405,1452,1526,1559.3,1568.84,1570.64,1558.6,1588.41,1634.76,1656.37,1658.78,1675.23,1730.8,1740.64,1773.02,1805.07,1880.73,1916.25,1948.69,2022.27,2092.65,2119.23,2209.34
Vanuatu,Vanuatu,Asia + Pacific,South Pacific,6,7,7,7,8,8,9,8,8,8,8,8,8,8,8,8,9,9,9,9.44656,10.19,10.5448,11.1831,11.8893,12.0253,12.0666,12.2042,12.3309,12.4682,12.6052,12.727,12.6137,12.5104,12.4835,12.2586,12.2821,12.3254,12.4374,12.5205
Venezuela (Bolivarian Republic of),Venezuela Bolivarian Republic of,Latin America + Caribbean,South America,1674,1593,1578,1629,1565,1459,1517,1510,1561,1657,1681,1680,1702,1705,1713,1736,1814,1897,1907,1948.81,2101.05,2146.96,2170.84,2238.8,2226.01,2347.94,2459.22,2580.86,2853.9,2564.2,2758.73,2845.27,2671.6,2729,2707.01,2757.43,2755.83,2915.29,2887.09
Viet Nam,Viet Nam,Asia + Pacific,South East Asia,2578,2539,2591,2669,2682,2559,2701,2787,2767,2753,2765,2784,2811,2814,2786,2793,2797,2780,2803,2846.93,2879.71,2940.94,3019.21,3042.43,3045.93,3146.47,3216.37,3259.82,3467.02,3460.3,3591.89,3615.54,3839.2,3846.45,4210.39,4492.61,4730.39,4947.58,5069.04
Wake Island,United States of America,Asia + Pacific,South Pacific,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Wallis and Futuna,France,Asia + Pacific,South Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20547,0.208327,0.21354,0.218126,0.222127,0.224544,0.22621,0.227126,0.227281,0.226944,0.226542,0.226394,0.226583,0.227039,0.227695,0.228453,0.229205,0.229963,0.230751,0.231505
Western Sahara,Western Sahara,Africa,Northern Africa,6,6,7,7,7,8,8,8,9,9,9,10,10,10,10,10,10,10,11,10.7243,10.829,10.9123,11.0406,11.1372,11.2111,11.2821,11.4296,11.7302,11.8066,12.0211,12.1626,12.276,12.4119,12.6043,12.7719,12.9262,13.0668,13.2152,13.3633
Yemen,Yemen,West Asia,Arabian Peninsula,105,112,111,108,114,117,112,113,115,116,118,120,122,124,127,129,132,137,156,163.24,186.294,185.091,187.387,195.906,235.15,234.943,243.204,254.861,261.827,274.165,292.281,296.827,300.733,325.395,327.336,370.846,397.065,403.626,396.172
Zambia,Zambia,Africa,Southern Africa,1613,702,792,883,711,933,792,971,1040,1501,1155,945,1128,1105,734,769,730,1192,697,854.87,1386.63,1067.79,1962.61,870.903,1109.08,1147.17,903.559,861.915,1027.13,944.482,861.893,852.39,862.054,881.779,931.019,1009.12,961.699,975.955,291.485
Zimbabwe,Zimbabwe,Africa,Southern Africa,405,357,356,368,361,390,388,408,387,397,359,348,380,379,358,371,388,438,403,418.527,488.385,421.551,513.59,353.094,378.849,391.417,422.026,419.825,440.086,488.107,460.553,482.742,457.33,438.519,453.448,459.903,403.078,403.238,402.619
